,dataset_index
2546,5315
2547,3798
2548,6575
2549,1683
2550,8
2551,198
2552,399
2553,428
2554,7247
2555,1567
2556,330
2557,1800
2558,4597
2559,307
2560,6109
2561,5139
2562,2837
2563,5889
2564,6855
2565,3352
2566,2649
2567,1009
2568,457
2569,2697
2570,7530
2571,2983
2572,6466
2573,3505
2574,5358
2575,5683
2576,209
2577,4724
2578,4779
2579,2522
2580,6797
2581,328
2582,1819
2583,6397
2584,4412
2585,161
2586,4516
2587,4182
2588,4719
2589,5025
2590,2294
2591,2029
2592,1930
2593,3657
2594,51
2595,6311
2596,5082
2597,837
2598,311
2599,6728
2600,5508
2601,1091
2602,5655
2603,6758
2604,6381
2605,4063
2606,2846
2607,6604
2608,3301
2609,5477
2610,3754
2611,349
2612,606
2613,507
2614,865
2615,8144
2616,4733
2617,4741
2618,5163
2619,7273
2620,7072
2621,8133
2622,3482
2623,6956
2624,2107
2625,7897
2626,1163
2627,1570
2628,8167
2629,3171
2630,689
2631,6749
2632,703
2633,2833
2634,5253
2635,3310
2636,3539
2637,7904
2638,1151
2639,437
2640,6799
2641,5401
2642,487
2643,2288
2644,6566
2645,7962
2646,1644
2647,1561
2648,1695
2649,7660
2650,6360
2651,6267
2652,3682
2653,8081
2654,346
2655,5110
2656,3368
2657,4054
2658,6378
2659,3015
2660,3233
2661,4657
2662,7695
2663,4784
2664,8060
2665,6204
2666,4015
2667,1935
2668,4522
2669,1415
2670,4917
2671,6279
2672,540
2673,5289
2674,7508
2675,1193
2676,4993
2677,5449
2678,6461
2679,6131
2680,4508
2681,213
2682,1825
2683,4118
2684,3315
2685,2913
2686,2564
2687,5493
2688,4246
2689,5638
2690,2808
2691,7343
2692,1864
2693,4944
2694,4568
2695,804
2696,4475
2697,7599
2698,5421
2699,5225
2700,6339
2701,2005
2702,1907
2703,5885
2704,885
2705,8071
2706,7696
2707,1749
2708,5474
2709,5463
2710,6556
2711,7676
2712,5004
2713,6761
2714,2391
2715,3612
2716,7673
2717,6181
2718,359
2719,3017
2720,3575
2721,4554
2722,7316
2723,2662
2724,5690
2725,4723
2726,910
2727,195
2728,6499
2729,5098
2730,3588
2731,3232
2732,4882
2733,1771
2734,6610
2735,1670
2736,2284
2737,6845
2738,5176
2739,3815
2740,855
2741,3221
2742,2292
2743,14
2744,2632
2745,4216
2746,2185
2747,1150
2748,1177
2749,1793
2750,4613
2751,7153
2752,2348
2753,3958
2754,4400
2755,2363
2756,527
2757,8031
2758,6447
2759,6736
2760,5900
2761,2728
2762,7768
2763,3451
2764,7125
2765,4776
2766,6909
2767,1118
2768,6007
2769,7789
2770,342
2771,2013
2772,1032
2773,144
2774,1628
2775,3562
2776,489
2777,5239
2778,2090
2779,3355
2780,7296
2781,7947
2782,2960
2783,6652
2784,3787
2785,4401
2786,517
2787,178
2788,5888
2789,7977
2790,2026
2791,6215
2792,5695
2793,3868
2794,1291
2795,4667
2796,6650
2797,348
2798,7075
2799,3813
2800,7102
2801,4690
2802,7146
2803,5567
2804,6581
2805,4539
2806,3331
2807,4562
2808,5708
2809,7583
2810,3156
2811,4911
2812,4615
2813,683
2814,520
2815,6888
2816,4973
2817,542
2818,1522
2819,2164
2820,286
2821,6979
2822,1598
2823,7411
2824,7928
2825,5531
2826,6387
2827,3687
2828,6925
2829,2567
2830,291
2831,4869
2832,5767
2833,1514
2834,2274
2835,1320
2836,791
2837,4413
2838,3218
2839,7821
2840,2845
2841,2836
2842,3913
2843,7584
2844,4861
2845,2318
2846,467
2847,1378
2848,2920
2849,362
2850,4547
2851,6376
2852,2305
2853,6501
2854,6448
2855,2982
2856,1895
2857,5332
2858,2258
2859,7428
2860,175
2861,7084
2862,2176
2863,7396
2864,6986
2865,6968
2866,2737
2867,3921
2868,6743
2869,3829
2870,297
2871,4218
2872,1202
2873,3114
2874,6449
2875,3231
2876,7243
2877,2024
2878,2268
2879,5575
2880,5053
2881,2291
2882,1403
2883,4992
2884,4958
2885,4966
2886,2192
2887,7500
2888,292
2889,2368
2890,2446
2891,7974
2892,7841
2893,7856
2894,5383
2895,2831
2896,7051
2897,263
2898,2366
2899,176
2900,488
2901,2571
2902,70
2903,7992
2904,6818
2905,1441
2906,5162
2907,8009
2908,7486
2909,3035
2910,3594
2911,5322
2912,974
2913,4029
2914,3858
2915,4067
2916,2421
2917,6115
2918,6172
2919,3020
2920,6784
2921,784
2922,2466
2923,6414
2924,1084
2925,8090
2926,7087
2927,976
2928,2689
2929,4907
2930,3898
2931,6224
2932,5949
2933,169
2934,1891
2935,5853
2936,3373
2937,1853
2938,2979
2939,3960
2940,3571
2941,980
2942,1001
2943,4854
2944,575
2945,3578
2946,4693
2947,1264
2948,2250
2949,2386
2950,1462
2951,1875
2952,3316
2953,4638
2954,6817
2955,7026
2956,2205
2957,2112
2958,3484
2959,8088
2960,5241
2961,3717
2962,6783
2963,5461
2964,1069
2965,6420
2966,790
2967,1029
2968,4275
2969,6282
2970,5673
2971,3558
2972,1928
2973,1003
2974,6128
2975,7460
2976,5124
2977,8145
2978,5544
2979,7975
2980,3028
2981,3850
2982,4891
2983,7332
2984,7301
2985,1949
2986,269
2987,4717
2988,4938
2989,6721
2990,486
2991,4193
2992,5112
2993,4664
2994,1054
2995,4287
2996,3826
2997,116
2998,7184
2999,4822
3000,8040
3001,491
3002,134
3003,6396
3004,6022
3005,6348
3006,3356
3007,2515
3008,1652
3009,999
3010,702
3011,4160
3012,3649
3013,4315
3014,6291
3015,7895
3016,3174
3017,6361
3018,464
3019,2959
3020,5263
3021,1696
3022,4019
3023,968
3024,1310
3025,1393
3026,2387
3027,863
3028,7546
3029,5115
3030,5701
3031,4465
3032,5509
3033,2673
3034,7046
3035,5032
3036,5466
3037,4563
3038,1999
3039,3737
3040,6531
3041,2741
3042,7265
3043,7160
3044,3236
3045,1842
3046,5346
3047,8134
3048,935
3049,4846
3050,1123
3051,2308
3052,5717
3053,3426
3054,7217
3055,2675
3056,3609
3057,1901
3058,72
3059,490
3060,5737
3061,5714
3062,4469
3063,960
3064,6148
3065,2242
3066,256
3067,7757
3068,3855
3069,5000
3070,7253
3071,6597
3072,4956
3073,7956
3074,3914
3075,3089
3076,6003
3077,5439
3078,7706
3079,5996
3080,667
3081,4228
3082,519
3083,3980
3084,7371
3085,1308
3086,7346
3087,1659
3088,6705
3089,4642
3090,5691
3091,2216
3092,4402
3093,4370
3094,2552
3095,3297
3096,1266
3097,5935
3098,1467
3099,4584
3100,4152
3101,3664
3102,1027
3103,7109
3104,2238
3105,7756
3106,4404
3107,2295
3108,6625
3109,5947
3110,2459
3111,4881
3112,6417
3113,3328
3114,3726
3115,1493
3116,3272
3117,3671
3118,3040
3119,5534
3120,3653
3121,1746
3122,4862
3123,1440
3124,4819
3125,5160
3126,3427
3127,3379
3128,4170
3129,1636
3130,6075
3131,8013
3132,3969
3133,3605
3134,137
3135,5105
3136,6561
3137,730
3138,6642
3139,1359
3140,1470
3141,7219
3142,7514
3143,6762
3144,912
3145,5131
3146,2003
3147,1600
3148,5579
3149,502
3150,5141
3151,1007
3152,5040
3153,2810
3154,3026
3155,3848
3156,4177
3157,7485
3158,439
3159,1872
3160,6038
3161,4997
3162,6147
3163,6879
3164,6546
3165,1076
3166,735
3167,7655
3168,2441
3169,1101
3170,7733
3171,7867
3172,3476
3173,2211
3174,4308
3175,7538
3176,3073
3177,3840
3178,5934
3179,1868
3180,4853
3181,4552
3182,3
3183,4459
3184,2932
3185,3749
3186,2885
3187,7210
3188,4339
3189,6299
3190,155
3191,2633
3192,5350
3193,4202
3194,3598
3195,1837
3196,2006
3197,2177
3198,4397
3199,5694
3200,2590
3201,2378
3202,3878
3203,2257
3204,8065
3205,2320
3206,496
3207,357
3208,40
3209,7070
3210,7561
3211,1494
3212,7826
3213,7142
3214,7277
3215,5287
3216,6654
3217,4211
3218,7154
3219,3254
3220,676
3221,8006
3222,1654
3223,2852
3224,6606
3225,1137
3226,2221
3227,1818
3228,1158
3229,748
3230,592
3231,876
3232,375
3233,873
3234,1399
3235,1887
3236,7686
3237,7918
3238,7835
3239,3997
3240,3137
3241,2265
3242,4816
3243,5007
3244,4088
3245,4933
3246,7950
3247,244
3248,5020
3249,5993
3250,7524
3251,638
3252,2725
3253,238
3254,6631
3255,6653
3256,2430
3257,3430
3258,4987
3259,3006
3260,58
3261,4892
3262,1128
3263,2701
3264,1339
3265,2775
3266,3241
3267,418
3268,2786
3269,2223
3270,4189
3271,4157
3272,7144
3273,163
3274,1019
3275,4872
3276,5024
3277,6790
3278,7117
3279,801
3280,2516
3281,7334
3282,7596
3283,4296
3284,2175
3285,4386
3286,4503
3287,232
3288,1293
3289,5052
3290,2949
3291,2661
3292,2474
3293,63
3294,4489
3295,1690
3296,7100
3297,5073
3298,943
3299,2509
3300,5529
3301,1215
3302,16
3303,5543
3304,2691
3305,7580
3306,4126
3307,4323
3308,6754
3309,7555
3310,1102
3311,2881
3312,5611
3313,203
3314,1488
3315,5325
3316,1616
3317,4106
3318,6875
3319,2613
3320,6663
3321,6384
3322,1222
3323,1798
3324,2716
3325,1390
3326,6967
3327,1250
3328,895
3329,7558
3330,6450
3331,6779
3332,1094
3333,1288
3334,5227
3335,5104
3336,7149
3337,7337
3338,2615
3339,1108
3340,3292
3341,8089
3342,5030
3343,2327
3344,5735
3345,4567
3346,4277
3347,6087
3348,5393
3349,341
3350,3733
3351,2809
3352,8053
3353,1536
3354,2617
3355,5685
3356,2237
3357,924
3358,1829
3359,5415
3360,4210
3361,7913
3362,3822
3363,4777
3364,3418
3365,6638
3366,2290
3367,7422
3368,955
3369,1848
3370,6975
3371,7374
3372,6479
3373,5696
3374,7579
3375,4888
3376,6407
3377,5913
3378,8004
3379,2310
3380,1557
3381,5587
3382,4119
3383,6286
3384,4389
3385,168
3386,3809
3387,669
3388,5559
3389,2036
3390,7336
3391,1374
3392,7255
3393,6552
3394,4990
3395,5537
3396,5172
3397,2465
3398,4625
3399,5123
3400,4986
3401,7080
3402,726
3403,7383
3404,2974
3405,5475
3406,6457
3407,8166
3408,5335
3409,7159
3410,7404
3411,4096
3412,4838
3413,734
3414,3057
3415,4140
3416,6363
3417,5352
3418,109
3419,1305
3420,5886
3421,6334
3422,3863
3423,4890
3424,6173
3425,158
3426,2021
3427,7199
3428,8042
3429,6842
3430,3857
3431,5907
3432,6177
3433,698
3434,1706
3435,6943
3436,6281
3437,2817
3438,1747
3439,1384
3440,99
3441,205
3442,4076
3443,5631
3444,1385
3445,6137
3446,433
3447,250
3448,3187
3449,2329
3450,1340
3451,2275
3452,7037
3453,1285
3454,1852
3455,6715
3456,4442
3457,2714
3458,1361
3459,2813
3460,782
3461,3419
3462,4752
3463,4185
3464,7131
3465,7112
3466,6165
3467,6440
3468,2314
3469,5275
3470,5515
3471,5334
3472,5158
3473,5430
3474,1642
3475,6745
3476,335
3477,3765
3478,5527
3479,4141
3480,660
3481,3121
3482,4432
3483,1075
3484,6183
3485,7262
3486,4673
3487,3633
3488,1866
3489,2520
3490,4491
3491,4968
3492,408
3493,5516
3494,4260
3495,2713
3496,8175
3497,2038
3498,3901
3499,7211
3500,4874
3501,740
3502,4550
3503,2168
3504,3551
3505,2166
3506,928
3507,4795
3508,7241
3509,1204
3510,914
3511,7409
3512,5536
3513,5015
3514,2872
3515,7147
3516,7855
3517,5646
3518,6117
3519,6549
3520,246
3521,588
3522,7448
3523,1226
3524,3324
3525,2388
3526,4572
3527,4457
3528,7784
3529,7849
3530,4127
3531,875
3532,3142
3533,3503
3534,2423
3535,6594
3536,7045
3537,4592
3538,7759
3539,2779
3540,672
3541,6216
3542,2989
3543,3449
3544,5757
3545,5023
3546,626
3547,4291
3548,288
3549,2196
3550,6803
3551,7325
3552,5966
3553,2553
3554,6658
3555,6154
3556,2871
3557,6655
3558,1991
3559,6794
3560,6936
3561,8036
3562,8070
3563,3573
3564,3440
3565,478
3566,6544
3567,7666
3568,2157
3569,8148
3570,3119
3571,3538
3572,5495
3573,1130
3574,1833
3575,459
3576,7451
3577,557
3578,1251
3579,5985
3580,2729
3581,754
3582,1967
3583,7625
3584,3614
3585,5882
3586,1161
3587,5792
3588,1629
3589,3674
3590,54
3591,2532
3592,7678
3593,3747
3594,7202
3595,2720
3596,972
3597,455
3598,7969
3599,3508
3600,2351
3601,1959
3602,2004
3603,3455
3604,1978
3605,5582
3606,401
3607,374
3608,5299
3609,2746
3610,2200
3611,4068
3612,1792
3613,7792
3614,3421
3615,6481
3616,5938
3617,7326
3618,6280
3619,4362
3620,6991
3621,12
3622,4841
3623,5386
3624,4975
3625,6931
3626,3046
3627,2977
3628,6609
3629,7357
3630,2878
3631,1957
3632,3011
3633,2956
3634,3481
3635,7515
3636,3720
3637,1044
3638,829
3639,1225
3640,7491
3641,2709
3642,4344
3643,7641
3644,3385
3645,3993
3646,4439
3647,5923
3648,5344
3649,1254
3650,2888
3651,3215
3652,604
3653,2641
3654,2316
3655,7487
3656,1203
3657,5622
3658,847
3659,6995
3660,4070
3661,4571
3662,6538
3663,7639
3664,4809
3665,6567
3666,5599
3667,1900
3668,3897
3669,2862
3670,3382
3671,3665
3672,114
3673,2762
3674,3198
3675,8180
3676,3670
3677,7910
3678,1954
3679,2557
3680,4633
3681,7811
3682,3560
3683,4583
3684,6882
3685,4130
3686,5291
3687,3447
3688,7830
3689,2239
3690,7973
3691,7050
3692,8059
3693,3285
3694,3529
3695,3659
3696,3709
3697,81
3698,1645
3699,5676
3700,5103
3701,2081
3702,594
3703,3742
3704,6421
3705,7591
3706,3464
3707,6596
3708,6346
3709,2563
3710,6237
3711,6910
3712,7064
3713,1237
3714,3146
3715,377
3716,2505
3717,7876
3718,3853
3719,6357
3720,3523
3721,4286
3722,3448
3723,6276
3724,6040
3725,4799
3726,7344
3727,1540
3728,4590
3729,1886
3730,7085
3731,1742
3732,1153
3733,6222
3734,6665
3735,7300
3736,6342
3737,1744
3738,5464
3739,2493
3740,7945
3741,4027
3742,4880
3743,3743
3744,1012
3745,8016
3746,7868
3747,5254
3748,4903
3749,3083
3750,2500
3751,6954
3752,4712
3753,389
3754,494
3755,4533
3756,3544
3757,6527
3758,2072
3759,2389
3760,2051
3761,236
3762,6054
3763,7845
3764,4860
3765,7619
3766,3607
3767,4200
3768,6475
3769,1783
3770,6234
3771,7659
3772,228
3773,2655
3774,7770
3775,5045
3776,407
3777,7764
3778,6919
3779,3763
3780,7302
3781,2091
3782,2264
3783,5250
3784,6155
3785,7106
3786,7289
3787,4297
3788,3217
3789,251
3790,2241
3791,7590
3792,6403
3793,3246
3794,5514
3795,2907
3796,5551
3797,7339
3798,2656
3799,7692
3800,431
3801,6277
3802,3931
3803,7019
3804,7526
3805,605
3806,1748
3807,3378
3808,1219
3809,7617
3810,7031
3811,4540
3812,4128
3813,3561
3814,4354
3815,3116
3816,2180
3817,5963
3818,4871
3819,2672
3820,6058
3821,4833
3822,3537
3823,266
3824,6508
3825,6217
3826,3407
3827,7191
3828,1477
3829,4536
3830,5616
3831,1731
3832,6521
3833,6297
3834,7906
3835,4034
3836,4352
3837,6853
3838,6905
3839,2967
3840,1183
3841,5252
3842,473
3843,2768
3844,4148
3845,2411
3846,2695
3847,4031
3848,728
3849,783
3850,911
3851,3109
3852,2276
3853,3436
3854,2338
3855,2711
3856,538
3857,5127
3858,6970
3859,5231
3860,6395
3861,5980
3862,942
3863,7194
3864,4205
3865,3344
3866,7519
3867,1297
3868,5206
3869,5207
3870,1525
3871,2309
3872,4239
3873,485
3874,1726
3875,5729
3876,4582
3877,1235
3878,6580
3879,1946
3880,5617
3881,3362
3882,4351
3883,7014
3884,4237
3885,5106
3886,857
3887,6635
3888,8000
3889,1486
3890,355
3891,7504
3892,77
3893,6636
3894,6775
3895,6082
3896,563
3897,4293
3898,6300
3899,170
3900,7375
3901,7643
3902,4947
3903,4105
3904,6805
3905,576
3906,6438
3907,7275
3908,1880
3909,1294
3910,6006
3911,3238
3912,59
3913,807
3914,7132
3915,4578
3916,2370
3917,1360
3918,2715
3919,2723
3920,2452
3921,8139
3922,7909
3923,1969
3924,4870
3925,2589
3926,2724
3927,8026
3928,3777
3929,4360
3930,7166
3931,4377
3932,1165
3933,3337
3934,6467
3935,5280
3936,1326
3937,5286
3938,5591
3939,6865
3940,1877
3941,3625
3942,7434
3943,7808
3944,1873
3945,7097
3946,4101
3947,5121
3948,6998
3949,2622
3950,254
3951,7421
3952,699
3953,841
3954,5417
3955,5214
3956,4915
3957,220
3958,7765
3959,103
3960,5777
3961,831
3962,4142
3963,6171
3964,2677
3965,1428
3966,4350
3967,7870
3968,6167
3969,6303
3970,3998
3971,5661
3972,6735
3973,4255
3974,1609
3975,5626
3976,5712
3977,3494
3978,1541
3979,1588
3980,1464
3981,1603
3982,5428
3983,2245
3984,1808
3985,6965
3986,5503
3987,3684
3988,4336
3989,1109
3990,7651
3991,4743
3992,6498
3993,3686
3994,636
3995,4998
3996,2638
3997,4620
3998,1686
3999,3330
4000,1002
4001,6808
4002,1418
4003,5504
4004,4039
4005,2708
4006,3190
4007,2512
4008,3070
4009,8078
4010,193
4011,7488
4012,2988
4013,4504
4014,5594
4015,6548
4016,5279
4017,7769
4018,7783
4019,2602
4020,6675
4021,4318
4022,2058
4023,7378
4024,518
4025,3112
4026,181
4027,7797
4028,3974
4029,2784
4030,5368
4031,1727
4032,18
4033,4247
4034,267
4035,850
4036,5954
4037,1520
4038,6268
4039,6495
4040,773
4041,4283
4042,8125
4043,1362
4044,1352
4045,691
4046,2957
4047,4240
4048,856
4049,859
4050,5
4051,3450
4052,3245
4053,131
4054,838
4055,7763
4056,3800
4057,71
4058,17
4059,7095
4060,8117
4061,2868
4062,2071
4063,3608
4064,2114
4065,3780
4066,4884
4067,5177
4068,1550
4069,2596
4070,953
4071,8017
4072,3535
4073,2461
4074,26
4075,1916
4076,5366
4077,7801
4078,3860
4079,2752
4080,4052
4081,983
4082,4143
4083,5193
4084,7141
4085,7403
4086,1484
4087,2283
4088,6459
4089,3691
4090,1822
4091,1956
4092,922
4093,7980
4094,2373
4095,223
4096,6950
4097,936
4098,7931
4099,6409
4100,6976
4101,7507
4102,3711
4103,293
4104,45
4105,7657
4106,1318
4107,5433
4108,5545
4109,6394
4110,2154
4111,4163
4112,2666
4113,3808
4114,1419
4115,2357
4116,3741
4117,1436
4118,3037
4119,1500
4120,868
4121,5097
4122,4675
4123,6843
4124,937
4125,6108
4126,5518
4127,4201
4128,6320
4129,5183
4130,4176
4131,1675
4132,715
4133,6671
4134,5031
4135,1332
4136,5047
4137,6260
4138,2317
4139,1045
4140,5432
4141,7493
4142,1665
4143,5931
4144,6958
4145,7675
4146,3180
4147,5674
4148,3528
4149,8095
4150,4894
4151,1322
4152,7187
4153,6633
4154,2663
4155,7123
4156,3511
4157,2198
4158,4396
4159,5166
4160,1894
4161,3213
4162,4835
4163,3731
4164,2301
4165,2084
4166,533
4167,1450
4168,6227
4169,7991
4170,6356
4171,2608
4172,7547
4173,5211
4174,504
4175,3055
4176,1431
4177,7283
4178,5034
4179,3768
4180,1253
4181,173
4182,674
4183,2184
4184,2150
4185,8093
4186,7694
4187,3167
4188,1607
4189,162
4190,1468
4191,3091
4192,356
4193,7712
4194,6643
4195,6138
4196,3587
4197,2455
4198,1107
4199,2843
4200,6517
4201,5802
4202,3321
4203,6969
4204,1023
4205,4687
4206,2595
4207,5065
4208,5771
4209,5823
4210,3929
4211,1229
4212,2147
4213,6741
4214,6627
4215,1772
4216,3736
4217,3286
4218,4950
4219,5654
4220,1863
4221,7251
4222,2349
4223,6189
4224,2859
4225,4923
4226,4756
4227,710
4228,3354
4229,6274
4230,1993
4231,6832
4232,6258
4233,1260
4234,5212
4235,1058
4236,5967
4237,6474
4238,2093
4239,6935
4240,6568
4241,2460
4242,5002
4243,7276
4244,5798
4245,2877
4246,7957
4247,7499
4248,3869
4249,1990
4250,965
4251,5723
4252,211
4253,5813
4254,4033
4255,523
4256,1578
4257,5781
4258,7985
4259,8101
4260,2298
4261,388
4262,287
4263,6946
4264,5220
4265,6161
4266,3685
4267,6621
4268,1174
4269,5976
4270,4016
4271,903
4272,3900
4273,7775
4274,4191
4275,4045
4276,2127
4277,7279
4278,7435
4279,1155
4280,3360
4281,5630
4282,5403
4283,2297
4284,7478
4285,1927
4286,2566
4287,4330
4288,3425
4289,5790
4290,2699
4291,3417
4292,3072
4293,4865
4294,5903
4295,1693
4296,7379
4297,2971
4298,1546
4299,2576
4300,2263
4301,4219
4302,987
4303,3253
4304,2438
4305,6456
4306,2189
4307,5246
4308,7866
4309,794
4310,6233
4311,7540
4312,1249
4313,6564
4314,7936
4315,5076
4316,2133
4317,2531
4318,4429
4319,298
4320,5959
4321,4009
4322,3817
4323,4721
4324,3493
4325,4964
4326,3748
4327,2964
4328,6698
4329,7707
4330,751
4331,3104
4332,7234
4333,7263
4334,4821
4335,1563
4336,4850
4337,5965
4338,3486
4339,5215
4340,8047
4341,1716
4342,6959
4343,7444
4344,3923
4345,3459
4346,4434
4347,3933
4348,5292
4349,5272
4350,7458
4351,7419
4352,7038
4353,969
4354,6751
4355,7438
4356,8076
4357,2772
4358,7576
4359,2160
4360,3045
4361,3531
4362,2397
4363,1014
4364,1586
4365,1669
4366,8113
4367,5681
4368,6688
4369,3796
4370,5497
4371,274
4372,2439
4373,5135
4374,4762
4375,5905
4376,4935
4377,2457
4378,6981
4379,242
4380,2111
4381,5046
4382,6582
4383,7157
4384,3393
4385,1897
4386,6731
4387,8185
4388,4886
4389,6370
4390,7186
4391,1205
4392,625
4393,1621
4394,4653
4395,529
4396,7260
4397,7020
4398,1028
4399,2417
4400,277
4401,7989
4402,6059
4403,6557
4404,2340
4405,7446
4406,6170
4407,6253
4408,334
4409,7751
4410,3925
4411,4102
4412,1375
4413,2732
4414,6769
4415,2142
4416,906
4417,1705
4418,8083
4419,633
4420,4548
4421,7221
4422,5460
4423,7892
4424,6493
4425,6341
4426,1660
4427,2414
4428,7862
4429,5178
4430,624
4431,2383
4432,4967
4433,711
4434,1066
4435,2668
4436,7397
4437,7433
4438,7111
4439,6973
4440,5589
4441,3077
4442,4574
4443,5595
4444,5528
4445,6518
4446,1349
4447,3784
4448,5703
4449,5003
4450,4610
4451,5873
4452,585
4453,1020
4454,8104
4455,85
4456,1037
4457,6120
4458,1270
4459,5363
4460,1059
4461,3197
4462,4341
4463,3688
4464,3145
4465,7796
4466,2104
4467,1511
4468,5435
4469,848
4470,5645
4471,4879
4472,1274
4473,2886
4474,2792
4475,892
4476,252
4477,6484
4478,4511
4479,112
4480,4474
4481,2791
4482,1481
4483,4406
4484,3404
4485,6197
4486,2869
4487,2710
4488,765
4489,993
4490,271
4491,3889
4492,327
4493,2315
4494,644
4495,4244
4496,4630
4497,6553
4498,1062
4499,4089
4500,4053
4501,6460
4502,5389
4503,7702
4504,7597
4505,140
4506,6220
4507,861
4508,1519
4509,1391
4510,3907
4511,5728
4512,1126
4513,6354
4514,4445
4515,7877
4516,3243
4517,986
4518,50
4519,136
4520,5074
4521,1306
4522,8161
4523,3895
4524,7731
4525,6305
4526,323
4527,4648
4528,4518
4529,4678
4530,3536
4531,6978
4532,2022
4533,86
4534,5021
4535,1325
4536,3390
4537,6104
4538,5861
4539,7297
4540,2115
4541,6664
4542,3457
4543,795
4544,7506
4545,6046
4546,2816
4547,8187
4548,5700
4549,5399
4550,1996
4551,7467
4552,6098
4553,8024
4554,4038
4555,7854
4556,1757
4557,7272
4558,6673
4559,5822
4560,4133
4561,7966
4562,3646
4563,1252
4564,7264
4565,5312
4566,4343
4567,5911
4568,7948
4569,2811
4570,2017
4571,3336
4572,4498
4573,1719
4574,5693
4575,1433
4576,4839
4577,1276
4578,2412
4579,3994
4580,6662
4581,7079
4582,7773
4583,4099
4584,989
4585,4381
4586,4042
4587,8002
4588,4700
4589,6050
4590,4546
4591,354
4592,1168
4593,5326
4594,6869
4595,772
4596,2905
4597,7230
4598,8107
4599,6885
4600,5064
4601,671
4602,5867
4603,2671
4604,4184
4605,549
4606,5697
4607,2685
4608,714
4609,5143
4610,4739
4611,7891
4612,3675
4613,3734
4614,1548
4615,5688
4616,7921
4617,4303
4618,7424
4619,2224
4620,1423
4621,6966
4622,3696
4623,1688
4624,4502
4625,3595
4626,2056
4627,8084
4628,501
4629,5890
4630,3496
4631,5999
4632,3409
4633,5506
4634,44
4635,4924
4636,7423
4637,2819
4638,2776
4639,6283
4640,1619
4641,1301
4642,7415
4643,7717
4644,1795
4645,1060
4646,5548
4647,1395
4648,92
4649,967
4650,5632
4651,6937
4652,3952
4653,320
4654,5407
4655,7455
4656,2143
4657,4759
4658,5308
4659,1072
4660,8154
4661,1434
4662,6732
4663,8136
4664,6912
4665,2899
4666,7033
4667,366
4668,4561
4669,6118
4670,1803
4671,5532
4672,3592
4673,5779
4674,7520
4675,4711
4676,87
4677,171
4678,3676
4679,4452
4680,7645
4681,6386
4682,5441
4683,3151
4684,4748
4685,2103
4686,2558
4687,3963
4688,2923
4689,4883
4690,3270
4691,1909
4692,352
4693,2254
4694,4440
4695,2562
4696,7201
4697,4379
4698,7958
4699,69
4700,13
4701,3284
4702,1809
4703,7766
4704,5228
4705,797
4706,7535
4707,1257
4708,5988
4709,1618
4710,613
4711,7167
4712,7261
4713,8131
4714,3088
4715,5637
4716,5327
4717,7431
4718,3252
4719,5846
4720,3983
4721,262
4722,4734
4723,7376
4724,6929
4725,88
4726,2280
4727,4713
4728,3454
4729,6504
4730,2462
4731,2067
4732,901
4733,6611
4734,2702
4735,6646
4736,7622
4737,1593
4738,3721
4739,1142
4740,7656
4741,6801
4742,4580
4743,36
4744,3038
4745,7252
4746,245
4747,5800
4748,7793
4749,4435
4750,1457
4751,4356
4752,2882
4753,4715
4754,1970
4755,7304
4756,3623
4757,7963
4758,4224
4759,6857
4760,6939
4761,6454
4762,621
4763,4069
4764,5927
4765,1323
4766,6229
4767,7054
4768,1497
4769,6163
4770,5546
4771,888
4772,5840
4773,7312
4774,4059
4775,4849
4776,5285
4777,1243
4778,6169
4779,7934
4780,4602
4781,3357
4782,2684
4783,3216
4784,22
4785,3667
4786,4355
4787,3986
4788,4058
4789,4768
4790,2085
4791,6249
4792,5692
4793,4154
4794,7005
4795,5114
4796,590
4797,3256
4798,1119
4799,426
4800,5489
4801,470
4802,3128
4803,823
4804,32
4805,2023
4806,716
4807,2092
4808,1942
4809,3475
4810,7340
4811,6225
4812,5108
4813,1382
4814,2969
4815,2339
4816,7103
4817,4368
4818,2507
4819,3851
4820,2825
4821,3771
4822,1351
4823,737
4824,8173
4825,4551
4826,4220
4827,5732
4828,5387
4829,3541
4830,3332
4831,3154
4832,5881
4833,7633
4834,2513
4835,3792
4836,2393
4837,2805
4838,3804
4839,3403
4840,7939
4841,4171
4842,723
4843,6691
4844,2343
4845,8022
4846,6833
4847,4270
4848,3556
4849,6752
4850,601
4851,4559
4852,5572
4853,6806
4854,4526
4855,6412
4856,5500
4857,927
4858,5451
4859,717
4860,57
4861,5686
4862,1884
4863,3248
4864,6097
4865,5205
4866,5117
4867,3164
4868,6993
4869,4325
4870,2955
4871,1181
4872,5086
4873,463
4874,5827
4875,6103
4876,2419
4877,3255
4878,8032
4879,815
4880,5033
4881,4363
4882,2273
4883,5016
4884,7178
4885,2403
4886,5746
4887,5273
4888,1805
4889,4714
4890,2924
4891,5094
4892,7725
4893,4804
4894,3326
4895,7010
4896,5524
4897,5734
4898,4466
4899,4217
4900,1085
4901,4057
4902,995
4903,929
4904,1971
4905,1995
4906,1962
4907,2119
4908,8050
4909,4716
4910,6571
4911,7358
4912,1353
4913,1448
4914,4353
4915,4699
4916,919
4917,7942
4918,4761
4919,5707
4920,5056
4921,2178
4922,5662
4923,6256
4924,4472
4925,1802
4926,6938
4927,6064
